MFL_Code,Facility_Name,County,SubCounty,Owner,Latitude,Longitude
20453,Magaoni Health Centre,Kwale,Msambweni,Ministry of Health,-4.3686999,39.32744562
30464,Voi Prison,Taita Taveta,Voi,Ministry of Health,-3.39605,38.55609
24209,Kaloleni GK Prison Dispensary,Kilifi,Kaloleni,Ministry of Health,-3.8144296,39.6042281
13696,Kiogoro Sub-County Hospital,Kisii,Nyaribari Chache,Ministry of Health,-0.7216,34.7819
13680,Keumbu S D Hospital,Kisii,Nyaribari Chache,Ministry of Health,-0.7337,34.8472
12982,Mary Immaculate Clinic Mukuru,Nairobi,Langata,Other Faith Based,-1.292066,36.821946
15937,Khayo Dispensary,Busia,Nambale,Ministry of Health,0.4608,34.1073
18370,Lomekwi Dispensary,Turkana,Turkana North,Ministry of Health,0.865298,36.452774
16769,Kadhola Dispensary,Homa Bay,Ndhiwa,Ministry of Health,-0.8112,34.2898
19446,Jamii Medical Clinic Mukuru,Nairobi,Embakasi South,Private Practice - Unspecified,-1.32614,36.89086
17433,Katulye Dispensary-Nzaui,Makueni,Makueni,Ministry of Health,-1.98491,37.59554
21771,Namarambi Dispensary,Bungoma,Webuye East,Ministry of Health,None,None
14685,Kangagetei Dispensary,Turkana,Turkana Central,Christian Health Association of Kenya,0.865298,36.452774
16121,Shitsitswi Health Centre,Kakamega,Butere,Ministry of Health,0.2633,34.5043
14965,Koilot Health Centre,Nandi,Nandi Hills,Ministry of Health,0.1445,35.2861
14710,Kapkelelwa Dispensary,Baringo,Baringo Central,Ministry of Health,0.37565,35.71838
13545,Entanda Dispensary,Kisii,Kitutu Chache North,Ministry of Health,-0.56873,34.84354
15348,Ngito Dispensary,Narok,Narok West,Other Faith Based,-0.9209,35.4841
13705,Kitare Health Centre,Homa Bay,Suba North,Ministry of Health,-0.506,34.3307
12142,Kalacha Sub County Referral Hospital (Chalbi),Marsabit,North Horr,Ministry of Health,2.344972,37.999111
14545,Hekima Dispensary,Nakuru,Nakuru East,Faith Based Organization,-0.3036,36.0846
17231,Kalimapus Dispensary,Turkana,Turkana Central,Ministry of Health,0.865298,36.452774
12342,Kisayani Health Centre,Kitui,Kitui South,Ministry of Health,-1.42771,38.10994
11208,Al Farooq Hospital,Mombasa,Mvita,Private Practice - Private Institution Academic,-4.06051,39.670281
14046,Riat Dispensary,Kisumu,Kisumu West,Ministry of Health,-0.021,34.6638
20402,Support For Addiction Prevention & Treatment In Africa,Nairobi,Starehe,Non-Governmental Organizations,-1.283736,36.82017072
17720,Lea Toto Mukuru,Nairobi,Embakasi South,Other Faith Based,-1.316,36.8692
13486,Arombe Dispensary,Migori,Suna West,Ministry of Health,-1.0348,34.3508
13951,Obanga Health Centre,Homa Bay,Suba South,Ministry of Health,-0.6865,34.0778
12377,Kivani Health Centre,Makueni,Kaiti,Ministry of Health,-1.801198,37.708151
17742,Kiti Dispensary,Nakuru,Nakuru East,Ministry of Health,-0.283028,36.075022
14437,Elgeyo Boader Dispensary,Uasin Gishu,Moiben,Ministry of Health,0.5047,35.4299
13505,Boige Health Centre,Kisii,South Mugirango,Ministry of Health,-0.675747,34.771766
14385,Chesoi Health Centre,Elgeyo Marakwet,Marakwet East,Kenya Episcopal Conference-Catholic Secretariat,1.0701,35.594
20156,Lunakwe Dispensary,Bungoma,Bumula,Ministry of Health,0.5219263,34.4354681
13569,Getongoroma Dispensary,Migori,Kuria West,Ministry of Health,-1.18309,34.41133
14639,Kaibei Dispensary,Trans Nzoia,Kwanza,Ministry of Health,3.95757,0.865757
11393,Shimo La Tewa Annex Dispensary (GK Prison),Mombasa,Mvita,Ministry of Health,2.865757,0.865757
15858,Chimoi Dispensary,Kakamega,Malava,Kenya Episcopal Conference-Catholic Secretariat,0.281349,34.751401
15198,Mogotio Catholic Dispensary,Baringo,Mogotio,Other Faith Based,0.581543,35.802044
12641,Neema Hospital,Kitui,Kitui Central,Private Enterprise (Institution),-1.325238,38.00357
15489,Rocco Dispensary,Nakuru,Gilgil,Ministry of Health,-0.7233,36.2822
27527,HOPE Worldwide  Savannah,Nairobi,Embakasi East,Non Governmental organisation,-1.287,36.9091
24339,Murang'a DICE,Murang'a,Murang'a south,Ministry of Health,-0.9367,37.1244
18612,Fremo Medical Centre,Nairobi,Dagoretti South,Private Enterprise (Institution),-1.292066,36.821946
16171,Gikono Dispensary,Murang'a,Kigumo,Ministry of Health,-0.993,37.1606
17894,Bwiti (Tiomin) Dispensary,Kwale,Lunga Lunga,Ministry of Health,-3.968514,39.54447
13492,Awendo Sub-County Hospital,Migori,Awendo,Ministry of Health,-0.8987,34.5346
15933,Khaoya Dispensary,Bungoma,Webuye East,Other Public Institution,0.578148,34.559255
12373,Kituruni Dispensary,Marsabit,Saku,Ministry of Health,2.344972,37.999111
19271,Swop Korogocho,Nairobi,Embakasi North,Non-Governmental Organizations,-1.2563,36.9061
14155,Ugina Health Centre,Homa Bay,Suba West,Ministry of Health,-0.4781,33.9864
13489,Atemo Health Centre,Homa Bay,Rachuonyo East,Christian Health Association of Kenya,-0.503,34.8329
15628,St Antony Health Centre,Nakuru,Nakuru North,Ministry of Health,-0.2571,36.1002
15630,St Boniface Dispensary,Nandi,Emgwen,Kenya Episcopal Conference-Catholic Secretariat,0.1833,34.9444
12296,Kieni Kia Ndege Dispensary,Meru,Imenti South,Ministry of Health,-3.7818,39.6771
11563,Marereni Dispensary,Kilifi,Magarini,Ministry of Health,-2.863,40.1448
12503,Mbiuni Health Centre,Machakos,Mwala,Ministry of Health,-1.2403,37.3933
14243,Barwessa Health Centre,Baringo,Baringo North,Ministry of Health,0.7031,35.6986
13621,Irondi Dispensary,Kisii,Nyaribari Chache,Ministry of Health,-0.675747,34.771766
13559,Gesima Health Centre,Nyamira,Masaba North,Ministry of Health,-0.6919,34.9921
12631,Naari Health Centre,Meru,Buuri,Ministry of Health,0.12634,37.56744
20826,Lorugum Sub County hospital,Turkana,Loima,Ministry of Health,2.876,35.2565
14017,Port Florence Hospital,Kisumu,Kisumu West,Private Enterprise (Institution),-0.0743,34.703
21503,Kerugoya GK prison ,Kirinyaga,Kirinyaga Central,Ministry of Health,-0.5032222,37.27916
19899,Eshiabwali Health Centre,Kakamega,Khwisero,Ministry of Health,0.281349,34.751401
16439,Matungulu Health Centre,Machakos,Matungulu,Ministry of Health,-1.2341,37.331
16983,Hope Compassionate (ACK) Dispensary,Homa Bay,Homa Bay Town,Christian Health Association of Kenya,-0.5342,34.4602
14683,Kanawoi Dispensary,Turkana,Turkana Central,Ministry of Health,0.865298,36.452774
19863,Nyawawa Dispensary,Homa Bay,Rangwe,Ministry of Health,-0.65,34.6
24969,Lvct Ruaka Dice,Kiambu,Kiambaa,Non-Governmental Organizations,-1.2001,36.7564
12723,Sagante Dispensary,Marsabit,Saku,Ministry of Health,2.33375,38.02284
12856,Yongela Dispensary,Kitui,Kitui South,Ministry of Health,-1.325238,38.00357
20914,St Catherine's Mission Ichuni,Kisii,Nyaribari Masaba,Kenya Episcopal Conference-Catholic Secretariat,-0.78742,34.9398184
14098,Sori Lakeside Nursing and Maternity Home,Migori,Nyatike,Christian Health Association of Kenya,-0.841,34.1547
12409,Kyasila (AIC) Dispensary,Machakos,Machakos,Christian Health Association of Kenya,-1.4379,37.2061
11704,Ndome Dispensary (Taita),Taita Taveta,Voi,Ministry of Health,-3.013948,38.211341
10340,Ihururu Health Centre,Nyeri,Tetu,Ministry of Health,-0.412,36.8907
12366,Kitui District Hospital,Kitui,Kitui Central,Ministry of Health,-1.3698,38.0137
16067,Namboboto Dispensary,Busia,Samia,Christian Health Association of Kenya,0.3045,34.0918
17437,Rambugu Dispensary (Rarieda),Siaya,Rarieda,Ministry of Health,-0.094,34.3562
14247,Benmac Clinic,Nakuru,Njoro,Private Enterprise (Institution),-0.283028,36.075022
11299,Dawida Maternity Nursing Home,Taita Taveta,Wundanyi,Private Enterprise (Institution),-3.013948,38.211341
10765,St. Mulumba mission hospital,Kiambu,Thika Town,Kenya Episcopal Conference-Catholic Secretariat,-1.055,37.1032
10458,Kamweti Dispensary,Kirinyaga,Kirinyaga East,Ministry of Health,-0.566715,37.320265
20554,Dr Mwangi,Nakuru,Nakuru East,Private Practice - General Practitioner,None,None
15434,Oltepesi Dispensary,Kajiado,Kajiado West,Ministry of Health,-1.558724,36.478973
15152,Matanya Dispensary,Laikipia,Laikipia East,Ministry of Health,-0.0505,36.9402
18395,Getrude Embakasi Clinic,Nairobi,Embakasi East,Private Practice - General Practitioner,-1.3301,36.8894
18211,Railway Dispensary (Kilindini),Mombasa,Mvita,Ministry of Health,-4.0482,39.6504
17243,Reale Hospital Eldoret,Uasin Gishu,Kesses,Other Faith Based,0.5342,35.0137
21840,Pap Oriang' Dispensary,Siaya,Alego Usonga,Ministry of Health,0.0025,34.3194
11441,Joy Medical Clinic (Mwatate),Taita Taveta,Mwatate,Private Enterprise (Institution),-3.013948,38.211341
12514,Merti Health Centre,Isiolo,Merti,Ministry of Health,0.340332,37.590252
14528,GK Remand Prison Dispensary Transnzoia,Trans Nzoia,Kitale,Ministry of Health,1.0205,34.9976
13869,Nyachogochogo Dispensary,Kisii,Bobasi,Other Faith Based,-0.675747,34.771766
11748,Rabai Rural Health Demonstration Centre,Kilifi,Rabai,Ministry of Health,-3.939,39.5664
14532,Goseta Dispensary,Trans Nzoia,Kwanza,Ministry of Health,1.09,35.0649
16787,Nduru Dispensary,Siaya,Alego Usonga,Ministry of Health,0.0106,34.3612
20317,Onoch Dispensary,West Pokot,Pokot Central,Ministry of Health,1.4633,35.4229
13989,Ongo Health Centre,Migori,Rongo,Ministry of Health,-0.6623,34.5712
13693,Kimonge Health Centre,Homa Bay,Rachuonyo East,Ministry of Health,-0.5183,34.8116
22981,Taragwiti Dispensary,Migori,Kuria West,Ministry of Health,None,None
15848,Chebukaka Health Centre,Bungoma,Kabuchai,Other Faith Based,0.578148,34.559255
10852,New Tumaini Health Centre,Nyandarua,Olkalou,Ministry of Health,-0.254,36.2924
11130,Ucheru Community Health Centre,Kirinyaga,Kirinyaga Central,Ministry of Health,-0.566715,37.320265
14825,Kemeloi Health Centre,Nandi,Aldai,Ministry of Health,0.0434,34.9153
31463,Bondo Youth Wellness Centre,Siaya,Bondo,Ministry of Health,None,None
15491,Romosha Health centre,Narok,Transmara West,Ministry of Health,-0.918432,35.299013
14103,St Camillus Mission Hospital,Migori,Nyatike,Kenya Episcopal Conference-Catholic Secretariat,-0.8123,34.1983
15777,Weonia Health Centre,Trans Nzoia,Kiminini,Ministry of Health,0.8388,34.8324
12787,Tawa Sub County Hospial,Makueni,Mbooni,Ministry of Health,-1.5478,37.4666
15192,Mochongoi Health Centre,Baringo,Marigat,Ministry of Health,0.31273,36.18598
13526,Chinato Health Centre,Migori,Kuria East,Ministry of Health,-1.28787,34.61433
18596,Kambu Model Health Centre,Makueni,Kibwezi East,Ministry of Health,-2.5976,38.0771
17770,Akemo Medical Clinic,Mombasa,Likoni,Private Practice - Nurse / Midwife,-4.06051,39.670281
15797,Amaase Dispensary,Busia,Teso South,Ministry of Health,0.5206,34.1823
14446,Emining Health Centre,Baringo,Mogotio,Ministry of Health,0.1436,35.8871
12475,Masii Health Centre,Machakos,Mwala,Ministry of Health,-1.458,37.4392
11288,Roka Medical Clinic,Kilifi,Kilifi North,Private Practice - Clinical Officer,-3.968514,39.54447
15763,Upper Solai Health Centre,Nakuru,Subukia,Ministry of Health,-0.1026,36.1274
11693,Mwapala Dispensary,Kwale,Matuga,Ministry of Health,-3.968514,39.54447
14845,Kiambogo Dispensary (Gilgil),Nakuru,Gilgil,Ministry of Health,-0.6021,36.1309
14611,Kabazi Sub County Hospital,Nakuru,Subukia,Ministry of Health,-0.0764,36.1679
23285,Chaani Catholic,Mombasa,Changamwe,Kenya Episcopal Conference-Catholic Secretariat,-4.0321,39.6282
15547,Sereolipi Health Centre,Samburu,Samburu East,Ministry of Health,1.1244,37.6199
13479,Ang’iya Dispensary,Homa Bay,Suba North,Ministry of Health,-0.4578,34.2765
14321,Chemolingot District Hospital,Baringo,East Pokot,Ministry of Health,0.98724,35.9877
14204,Sucos Hospital,Kajiado,Kajiado East,Private Enterprise (Institution),-1.558724,36.478973
17530,Umer Dispensary,Siaya,Ugenya,Ministry of Health,0.3016,34.3138
15757,Tuum Dispensary,Samburu,Samburu North,Ministry of Health,0.865298,36.452774
12907,Cotolengo Centre,Nairobi,Langata,Kenya Episcopal Conference-Catholic Secretariat,-1.33712,36.72622
12942,Family Care Medical Centre & Maternity,Nairobi,Langata,Non-Governmental Organizations,-1.292066,36.821946
20130,Kimeeni Dispensary,Makueni,Mbooni,Ministry of Health,-1.6939,37.7391
13445,Mandera West Sub County Hospital,Mandera,Mandera West,Ministry of Health,3.9339,41.843621
13768,Mangima SDA Health Centre,Homa Bay,Rachuonyo South,Christian Health Association of Kenya,-0.5595,34.7068
12700,Ontulili Dispensary,Meru,Buuri,Ministry of Health,0.022488,37.186632
15263,Muthegera Dispensary,Laikipia,Laikipia West,Ministry of Health,0.255549,36.225048
18398,Ajam Mission Health Centre,Kajiado,Kajiado West,Non-Governmental Organizations,-2.0744,36.7882
15011,Langas RCEA,Uasin Gishu,Kapseret,Other Faith Based,0.4808,35.2622
14052,Riokindo Health Centre,Kisii,Bomachoge Borabu,Christian Health Association of Kenya,-0.8849,34.7322
21787,Mulunguni Dispensary,Kilifi,Magarini,Ministry of Health,-2.979,39.7724
12883,Biafra Lions Clinic,Nairobi,Kamukunji,Private Practice - General Practitioner,-1.2823,36.8485
11445,Kadaina Community Dispensary,Kilifi,Kilifi North,Community,-3.968514,39.54447
13753,Magunga Health Centre,Homa Bay,Suba South,Ministry of Health,-0.6887,34.1483
12874,Avenue Hospital,Nairobi,Westlands,Private Enterprise (Institution),-1.292066,36.821946
12302,Kiirua Dispensary,Meru,Buuri,Ministry of Health,0.1193,37.5549
11259,Bomu Medical Centre (Likoni),Mombasa,Likoni,Private Enterprise (Institution),-4.0936,39.6497
20744,Lmarmaroi Dispensary,Samburu,Samburu East,Ministry of Health,None,None
11686,Mwambirwa Dispensary,Taita Taveta,Mwatate,Ministry of Health,-3.013948,38.211341
12420,Kyuso District Hospital,Kitui,Mwingi North,Ministry of Health,-0.5517,38.2181
14148,Ting'wangi Health Centre,Siaya,Alego Usonga,Ministry of Health,0.0245,34.2829
18720,House of Hope Medical Centre,Kisumu,Nyakach,Private Practice - General Practitioner,-0.7178,38.0747
17877,GK Prisons Thika,Kiambu,Thika Town,Ministry of Health,-1.0351,37.0777
13220,EDARP Donholm Clinic,Nairobi,Embakasi East,Kenya Episcopal Conference-Catholic Secretariat,-1.3017,36.8885
17826,J A Comenius Medical Clinic,Kwale,Matuga,Private Practice - Clinical Officer,-4.2336,39.5808
14146,Tinga Health Centre,Nyamira,Nyamira,Ministry of Health,-0.6061,34.8911
14142,Taracha Dispensary,Kisii,Nyaribari Chache,Ministry of Health,-0.3355,35.9394
12912,Dandora II Health Centre,Nairobi,Embakasi North,Local Authority,-1.2576,36.8878
13799,Uluthe Dispensary,Siaya,Ugunja,Ministry of Health,0.1759,34.372
13606,Homa Hills Health Centre,Homa Bay,Karachuonyo,Non-Governmental Organizations,-0.3538,34.4683
18176,Sex Workers Outreach Program (Kibra),Nairobi,Dagoretti South,Non Governmental organisation,-1.3242,36.7829
17157,Masendebale Dispensary,Busia,Butula,Ministry of Health,0.4608,34.1073
14265,Bondeni Sub County Hospital,Nakuru,Nakuru East,Ministry of Health,-0.29575,36.07952
11787,Shimba Hills Health Centre,Kwale,Matuga,Ministry of Health,-4.3577,39.4179
10825,Nazareth Hospital,Kiambu,Limuru,Kenya Episcopal Conference-Catholic Secretariat,-1.1361,36.7255
14241,Bartabwa Healty Centre,Baringo,Baringo North,Ministry of Health,0.83614,35.81038
14741,Kaplong Hospital,Bomet,Sotik,Kenya Episcopal Conference-Catholic Secretariat,-0.6772,35.1389
14223,Bahati Rural Health Centre,Nakuru,Nakuru North,Ministry of Health,-0.15402,36.15361
13259,Woodley Clinic,Nairobi,Kibra,Local Authority,-1.30227,36.78442
20096,MYSA VCT,Nairobi,Embakasi Central,Non-Governmental Organizations,-1.25746,36.91164
10459,Kandara sub district hospital,Murang'a,Kandara,Ministry of Health,-0.4759,37.1301
18675,Huhoini Dispensary,Laikipia,Laikipia West,Ministry of Health,-0.199985,36.375003
14001,Othoch Rakuom Dispensary,Migori,Nyatike,Ministry of Health,-1.0066,34.1734
11368,Eshu Dispensary,Kwale,Msambweni,Ministry of Health,-3.968514,39.54447
16971,KAGUNDUINI HEALTH CENTRE,Murang'a,Kandara,Ministry of Health,-0.89137,37.04731
23530,Nabulon Dispensary,Turkana,Turkana Central,Ministry of Health,-0.7027916,34.7387364
10887,North Kinangop Catholic Hospital,Nyandarua,Kinangop,Kenya Episcopal Conference-Catholic Secretariat,-0.5554,36.5535
12848,Wingemi Health Centre,Kitui,Mwingi Central,Ministry of Health,-1.325238,38.00357
11544,Majoreni Dispensary,Kwale,Lunga Lunga,Ministry of Health,-3.968514,39.54447
14522,GK Prisons Dispensary (Laikipia East),Laikipia,Nanyuki,Ministry of Health,0.0128,37.0275
22464,Mwangea Dispensary,Taita Taveta,Voi,Ministry of Health,-3.397305,38.5533587
17165,Ikonzo Model Health Centre,Busia,Butula,Ministry of Health,0.3439,34.2255
13514,Bosiango Health Centre,Nyamira,Nyamira,Ministry of Health,-0.64,34.9506
12360,kithuki health centre,Makueni,Makueni,Ministry of Health,-1.801198,37.708151
13561,Gesure Dispensary,Kisii,Bobasi,Ministry of Health,-0.675747,34.771766
13999,Otati Dispensary,Migori,Nyatike,Ministry of Health,-0.7677,34.2047
12004,Embu Provincial General Hospital,Embu,Manyatta,Ministry of Health,-0.5368,37.4518
17029,Segera Mission Dispensary,Laikipia,Laikipia North,Christian Health Association of Kenya,0.1518,36.8879
10063,Bethsaida (PCEA) Dispensary (Nyeri),Nyeri,Tetu,Christian Health Association of Kenya,-0.4262,36.9347
12528,Minugu Dispensary,Tharaka-Nithi,Muthambi,Christian Health Association of Kenya,-0.298069,37.669799
17242,Kamolo Dispensary,Busia,Teso North,Ministry of Health,0.5876,34.2944
17689,Viragoni Dispensary,Kilifi,Kaloleni,Ministry of Health,-3.968514,39.54447
11239,Bamburi Dispensary,Mombasa,Nyali,Local Authority,-4.0044,39.6984
22084,Equity Afia Buruburu,Nairobi,Makadara,Private Practice - General Practitioner,-1.2935698,36.8736413
15288,Nakuru Provincial General Hospital,Nakuru,Nakuru West,Ministry of Health,-0.2772,36.0681
20743,Lolkuniyani  Dispensary,Samburu,Samburu East,Ministry of Health,None,None
14926,Kiptangwanyi H/C,Nakuru,Gilgil,Ministry of Health,-0.55678,36.11696
13636,Jophas Clinic,Homa Bay,Rangwe,Private Enterprise (Institution),-0.6256,34.6225
12692,Nzeveni Health Centre,Makueni,Kibwezi East,Ministry of Health,-2.5945,37.9969
12586,Mutha Health Centre,Kitui,Kitui South,Ministry of Health,-2.0656,38.1777
20347,Kome Dispensary,Homa Bay,Ndhiwa,Ministry of Health,-0.6549,34.3787
16387,Mukangu Health Centre,Kirinyaga,Kirinyaga West,Ministry of Health,-0.566715,37.320265
16682,Tonymed Medical Clinic,Nakuru,Kuresoi South,Private Practice - Nurse / Midwife,-0.57171,35.61511
14394,Cmf Aitong Health Centre,Narok,Narok West,Other Faith Based,-1.1332,35.2508
13668,Kendu Sub District Hospital,Homa Bay,Rachuonyo North,Ministry of Health,-0.3707,34.6504
13515,Bosongo Hospital,Kisii,Kitutu Chache South,Private Enterprise (Institution),-0.675747,34.771766
21620,Machakha Dispensary,Bungoma,Sirisia,Ministry of Health,None,None
18086,Oriang' Alwala Dispensary,Kisumu,Seme,Ministry of Health,-0.1449,34.4816
11527,Lutsangani Dispensary,Kwale,Kinango,Ministry of Health,-4.0641,39.5136
14570,Tingwa Dispensary,Uasin Gishu,Ainabkoi,Private Enterprise (Institution),0.2184,35.5115
25224,Karare Health Centre,Marsabit,Saku,Ministry of Health,2.3354966,37.9752909
18543,Hope Worldwide Kenya VCT (Makadara),Nairobi,Makadara,Non-Governmental Organizations,-1.29293,36.86483
16489,Mayanja Dispensary,Bungoma,Kanduyi,Ministry of Health,0.6693,34.5281
24603,ALoete Disp,Busia,Teso North,Ministry of Health,None,None
